Data;Último;ibovespa;var_diaria_ibovespa;var_52_dias_ibovespa
14/11/2013;53.451,60;92,43;2,34%;3,36%
18/11/2013;54.307,04;93,91;1,60%;3,73%
19/11/2013;53.032,91;91,71;-2,35%;-1,33%
21/11/2013;52.688,02;91,11;-0,65%;-2,88%
22/11/2013;52.800,74;91,30;0,21%;-2,18%
25/11/2013;52.263,51;90,38;-1,02%;-2,44%
26/11/2013;51.446,91;88,96;-1,56%;-3,49%
27/11/2013;51.861,21;89,68;0,81%;-3,60%
28/11/2013;51.846,83;89,65;-0,03%;-3,67%
29/11/2013;52.482,49;90,75;1,23%;-3,30%
02/12/2013;51.244,87;88,61;-2,36%;-8,00%
03/12/2013;50.348,89;87,06;-1,75%;-8,62%
04/12/2013;50.215,79;86,83;-0,26%;-7,20%
05/12/2013;50.787,63;87,82;1,14%;-6,99%
06/12/2013;50.944,27;88,09;0,31%;-6,41%
09/12/2013;51.165,38;88,48;0,43%;-5,71%
10/12/2013;50.993,02;88,18;-0,34%;-5,19%
11/12/2013;50.067,99;86,58;-1,81%;-6,83%
12/12/2013;50.121,61;86,67;0,11%;-4,24%
13/12/2013;50.051,18;86,55;-0,14%;-5,88%
16/12/2013;50.279,61;86,94;0,46%;-5,31%
17/12/2013;50.090,35;86,62;-0,38%;-4,57%
18/12/2013;50.563,43;87,44;0,94%;-4,32%
19/12/2013;51.633,43;89,29;2,12%;-1,50%
20/12/2013;51.185,74;88,51;-0,87%;-2,15%
23/12/2013;51.356,10;88,81;0,33%;-2,27%
26/12/2013;51.221,01;88,57;-0,26%;-3,35%
27/12/2013;51.266,56;88,65;0,09%;-3,54%
30/12/2013;51.507,16;89,07;0,47%;-4,92%
02/01/2014;50.341,25;87,05;-2,26%;-8,44%
03/01/2014;50.981,09;88,16;1,27%;-8,92%
06/01/2014;50.973,62;88,15;-0,01%;-7,92%
07/01/2014;50.430,02;87,21;-1,07%;-8,94%
08/01/2014;50.576,64;87,46;0,29%;-9,81%
09/01/2014;49.321,68;85,29;-2,48%;-12,64%
10/01/2014;49.696,45;85,94;0,76%;-10,36%
13/01/2014;49.426,90;85,47;-0,54%;-9,93%
14/01/2014;49.703,10;85,95;0,56%;-8,22%
15/01/2014;50.105,37;86,64;0,81%;-9,02%
16/01/2014;49.696,28;85,94;-0,82%;-8,88%
17/01/2014;49.181,86;85,05;-1,04%;-9,21%
20/01/2014;48.708,41;84,23;-0,96%;-10,23%
21/01/2014;48.542,07;83,94;-0,34%;-10,13%
22/01/2014;49.299,66;85,25;1,56%;-9,44%
23/01/2014;48.320,64;83,56;-1,99%;-10,24%
24/01/2014;47.787,38;82,64;-1,10%;-10,48%
27/01/2014;47.701,05;82,49;-0,18%;-9,56%
28/01/2014;47.840,93;82,73;0,29%;-8,44%
29/01/2014;47.556,78;82,24;-0,59%;-9,63%
30/01/2014;47.244,26;81,70;-0,66%;-8,80%
31/01/2014;47.638,99;82,38;0,84%;-8,79%
03/02/2014;46.147,52;79,80;-3,13%;-13,66%
04/02/2014;46.964,22;81,21;1,77%;-13,52%
05/02/2014;46.624,39;80,62;-0,72%;-12,08%
06/02/2014;47.738,09;82,55;2,39%;-9,39%
07/02/2014;48.073,60;83,13;0,70%;-8,95%
10/02/2014;47.710,82;82,50;-0,75%;-8,71%
11/02/2014;48.462,79;83,80;1,58%;-5,80%
12/02/2014;48.216,89;83,38;-0,51%;-7,03%
13/02/2014;47.812,83;82,68;-0,84%;-7,78%
14/02/2014;48.201,11;83,35;0,81%;-8,16%
17/02/2014;47.576,33;82,27;-1,30%;-7,16%
18/02/2014;46.599,76;80,58;-2,05%;-7,45%
19/02/2014;47.150,83;81,53;1,18%;-6,10%
20/02/2014;47.288,61;81,77;0,29%;-6,89%
21/02/2014;47.380,24;81,93;0,19%;-7,00%
24/02/2014;47.393,50;81,95;0,03%;-7,37%
25/02/2014;46.715,91;80,78;-1,43%;-8,39%
26/02/2014;46.599,21;80,58;-0,25%;-6,93%
27/02/2014;47.606,75;82,32;2,16%;-5,02%
28/02/2014;47.094,40;81,44;-1,08%;-5,91%
05/03/2014;46.589,00;80,56;-1,07%;-7,34%
06/03/2014;47.093,13;81,43;1,08%;-5,98%
07/03/2014;46.244,07;79,97;-1,80%;-8,54%
10/03/2014;45.533,20;78,74;-1,54%;-11,81%
11/03/2014;45.697,62;79,02;0,36%;-10,72%
12/03/2014;45.861,81;79,31;0,36%;-10,70%
13/03/2014;45.443,83;78,58;-0,91%;-11,28%
14/03/2014;44.965,66;77,76;-1,05%;-12,29%
17/03/2014;45.117,80;78,02;0,34%;-12,40%
18/03/2014;46.150,96;79,81;2,29%;-8,32%
19/03/2014;46.567,23;80,53;0,90%;-8,66%
20/03/2014;47.278,48;81,76;1,53%;-7,25%
21/03/2014;47.380,94;81,93;0,22%;-6,05%
24/03/2014;47.993,42;82,99;1,29%;-5,11%
25/03/2014;48.180,14;83,31;0,39%;-2,31%
26/03/2014;47.965,61;82,94;-0,45%;-3,48%
27/03/2014;49.646,79;85,85;3,50%;0,44%
28/03/2014;49.768,06;86,06;0,24%;0,13%
31/03/2014;50.414,92;87,18;1,30%;0,62%
01/04/2014;50.270,37;86,93;-0,29%;1,16%
02/04/2014;51.701,05;89,40;2,85%;5,12%
03/04/2014;51.408,21;88,90;-0,57%;5,54%
04/04/2014;51.081,78;88,33;-0,63%;5,23%
07/04/2014;52.155,28;90,19;2,10%;5,79%
08/04/2014;51.629,07;89,28;-1,01%;6,85%
09/04/2014;51.185,40;88,51;-0,86%;7,11%
10/04/2014;51.127,48;88,41;-0,11%;7,18%
11/04/2014;51.867,29;89,69;1,45%;8,42%
14/04/2014;51.596,55;89,22;-0,52%;8,49%
15/04/2014;50.454,35;87,25;-2,21%;6,79%
16/04/2014;51.200,56;88,54;1,48%;7,48%
17/04/2014;52.111,85;90,11;1,78%;12,92%
22/04/2014;51.976,86;89,88;-0,26%;10,67%
23/04/2014;51.569,69;89,18;-0,78%;10,61%
24/04/2014;51.817,45;89,60;0,48%;8,55%
25/04/2014;51.399,35;88,88;-0,81%;6,92%
28/04/2014;51.383,68;88,85;-0,03%;7,70%
29/04/2014;51.838,61;89,64;0,89%;6,97%
30/04/2014;51.626,69;89,27;-0,41%;7,07%
02/05/2014;52.980,31;91,62;2,62%;10,81%
05/05/2014;53.446,17;92,42;0,88%;10,88%
06/05/2014;53.779,74;93,00;0,62%;13,04%
07/05/2014;54.052,74;93,47;0,51%;15,99%
08/05/2014;53.422,37;92,38;-1,17%;13,30%
09/05/2014;53.100,34;91,82;-0,60%;12,29%
12/05/2014;54.052,90;93,47;1,79%;14,08%
13/05/2014;53.907,46;93,22;-0,27%;13,74%
14/05/2014;54.412,54;94,09;0,94%;16,48%
15/05/2014;53.855,54;93,13;-1,02%;15,57%
16/05/2014;53.975,76;93,34;0,22%;13,38%
19/05/2014;53.353,10;92,26;-1,15%;13,29%
20/05/2014;52.366,19;90,55;-1,85%;12,40%
21/05/2014;52.203,37;90,27;-0,31%;10,85%
22/05/2014;52.806,22;91,31;1,15%;14,19%
23/05/2014;52.626,41;91,00;-0,34%;15,58%
26/05/2014;52.932,91;91,53;0,58%;15,83%
27/05/2014;52.173,98;90,22;-1,43%;13,76%
28/05/2014;52.639,75;91,03;0,89%;15,83%
29/05/2014;52.239,34;90,33;-0,76%;16,18%
30/05/2014;51.239,34;88,60;-1,91%;13,57%
02/06/2014;51.605,83;89,24;0,72%;11,82%
03/06/2014;52.032,38;89,98;0,83%;11,74%
04/06/2014;51.832,98;89,63;-0,38%;9,63%
05/06/2014;51.558,79;89,16;-0,53%;8,82%
06/06/2014;53.128,66;91,87;3,04%;10,70%
09/06/2014;54.273,16;93,85;2,15%;12,65%
10/06/2014;54.604,34;94,42;0,61%;13,84%
11/06/2014;55.102,44;95,28;0,91%;10,99%
13/06/2014;54.806,64;94,77;-0,54%;10,12%
16/06/2014;54.629,55;94,47;-0,32%;8,36%
17/06/2014;54.299,95;93,90;-0,60%;8,02%
18/06/2014;55.202,54;95,46;1,66%;6,77%
20/06/2014;54.638,19;94,48;-1,02%;6,28%
23/06/2014;54.210,05;93,74;-0,78%;6,12%
24/06/2014;54.280,78;93,86;0,13%;4,08%
25/06/2014;53.425,74;92,39;-1,58%;3,48%
26/06/2014;53.506,75;92,53;0,15%;4,54%
27/06/2014;53.157,30;91,92;-0,65%;3,97%
30/06/2014;53.168,22;91,94;0,02%;2,51%
01/07/2014;53.171,49;91,95;0,01%;3,05%
02/07/2014;53.028,78;91,70;-0,27%;5,10%
03/07/2014;53.874,58;93,16;1,59%;5,22%
04/07/2014;54.055,90;93,47;0,34%;3,73%
07/07/2014;53.801,83;93,04;-0,47%;3,51%
08/07/2014;53.634,69;92,75;-0,31%;4,00%
10/07/2014;54.592,75;94,40;1,79%;5,36%
11/07/2014;54.785,93;94,74;0,35%;6,59%
14/07/2014;55.743,98;96,39;1,75%;8,49%
15/07/2014;55.973,61;96,79;0,41%;7,98%
16/07/2014;55.717,36;96,35;-0,46%;7,92%
17/07/2014;55.637,51;96,21;-0,14%;5,02%
18/07/2014;57.012,90;98,59;2,47%;6,67%
21/07/2014;57.633,92;99,66;1,09%;7,17%
22/07/2014;57.983,32;100,27;0,61%;7,27%
23/07/2014;57.419,96;99,29;-0,97%;7,48%
24/07/2014;57.977,56;100,26;0,97%;9,18%
25/07/2014;57.821,08;99,99;-0,27%;6,97%
28/07/2014;57.695,72;99,77;-0,22%;7,03%
29/07/2014;57.118,81;98,77;-1,00%;4,97%
30/07/2014;56.877,97;98,35;-0,42%;5,61%
31/07/2014;55.829,41;96,54;-1,84%;3,43%
01/08/2014;55.902,87;96,67;0,13%;4,78%
04/08/2014;56.616,33;97,90;1,28%;8,12%
05/08/2014;56.202,10;97,19;-0,73%;7,66%
06/08/2014;56.487,18;97,68;0,51%;6,97%
07/08/2014;56.188,05;97,16;-0,53%;6,77%
08/08/2014;55.572,93;96,10;-1,09%;4,99%
11/08/2014;56.613,32;97,90;1,87%;8,51%
12/08/2014;56.442,34;97,60;-0,30%;7,22%
13/08/2014;55.581,19;96,11;-1,53%;6,40%
14/08/2014;55.780,41;96,46;0,36%;8,86%
15/08/2014;56.963,65;98,50;2,12%;10,38%
18/08/2014;57.560,72;99,54;1,05%;10,62%
19/08/2014;58.449,29;101,07;1,54%;12,76%
20/08/2014;58.878,24;101,81;0,73%;14,20%
21/08/2014;58.992,11;102,01;0,19%;11,04%
22/08/2014;58.407,32;101,00;-0,99%;7,62%
25/08/2014;59.735,17;103,30;2,27%;9,40%
26/08/2014;59.821,45;103,44;0,14%;8,56%
27/08/2014;60.950,57;105,40;1,89%;11,21%
28/08/2014;60.290,87;104,26;-1,08%;10,36%
29/08/2014;61.288,15;105,98;1,65%;12,87%
01/09/2014;61.141,27;105,73;-0,24%;10,76%
02/09/2014;61.895,98;107,03;1,23%;13,28%
03/09/2014;61.837,04;106,93;-0,10%;14,07%
04/09/2014;60.800,02;105,14;-1,68%;12,01%
05/09/2014;60.681,98;104,93;-0,19%;13,58%
08/09/2014;59.192,75;102,36;-2,45%;10,63%
09/09/2014;58.676,34;101,46;-0,87%;10,38%
10/09/2014;58.198,66;100,64;-0,81%;9,46%
11/09/2014;58.337,29;100,88;0,24%;9,72%
12/09/2014;56.927,81;98,44;-2,42%;7,35%
15/09/2014;57.948,76;100,21;1,79%;7,56%
16/09/2014;59.114,66;102,22;2,01%;9,36%
17/09/2014;59.108,19;102,21;-0,01%;9,86%
18/09/2014;58.374,48;100,94;-1,24%;8,84%
19/09/2014;57.788,70;99,93;-1,00%;5,85%
22/09/2014;56.818,11;98,25;-1,68%;3,71%
23/09/2014;56.540,50;97,77;-0,49%;1,43%
24/09/2014;56.824,42;98,26;0,50%;1,52%
25/09/2014;55.962,08;96,77;-1,52%;0,44%
26/09/2014;57.212,38;98,93;2,23%;2,83%
29/09/2014;54.625,35;94,46;-4,52%;-4,19%
30/09/2014;54.115,98;93,58;-0,93%;-6,10%
01/10/2014;52.858,43;91,40;-2,32%;-8,84%
02/10/2014;53.518,57;92,55;1,25%;-6,79%
03/10/2014;54.539,55;94,31;1,91%;-5,93%
06/10/2014;57.115,90;98,77;4,72%;-1,22%
07/10/2014;57.436,33;99,32;0,56%;-0,45%
08/10/2014;57.058,48;98,67;-0,66%;-0,11%
09/10/2014;57.267,53;99,03;0,37%;0,68%
10/10/2014;55.311,59;95,65;-3,42%;-0,93%
13/10/2014;57.956,53;100,22;4,78%;3,67%
14/10/2014;58.015,46;100,32;0,10%;2,47%
15/10/2014;56.135,27;97,07;-3,24%;-0,12%
16/10/2014;54.298,33;93,89;-3,27%;-3,87%
17/10/2014;55.723,79;96,36;2,63%;-0,83%
20/10/2014;54.302,57;93,90;-2,55%;-2,29%
21/10/2014;52.432,43;90,67;-3,44%;-7,38%
22/10/2014;52.411,03;90,63;-0,04%;-7,14%
23/10/2014;50.713,26;87,69;-3,24%;-8,76%
24/10/2014;51.940,73;89,82;2,42%;-6,88%
27/10/2014;50.503,66;87,33;-2,77%;-11,34%
28/10/2014;52.330,03;90,49;3,62%;-9,09%
29/10/2014;51.049,32;88,28;-2,45%;-12,66%
30/10/2014;52.336,83;90,50;2,52%;-11,11%
31/10/2014;54.628,60;94,47;4,38%;-7,40%
03/11/2014;53.947,21;93,29;-1,25%;-7,64%
04/11/2014;54.383,59;94,04;0,81%;-8,96%
05/11/2014;53.698,42;92,86;-1,26%;-10,24%
06/11/2014;52.637,06;91,02;-1,98%;-13,64%
07/11/2014;53.222,85;92,03;1,11%;-11,72%
10/11/2014;52.725,38;91,17;-0,93%;-13,97%
11/11/2014;52.474,27;90,74;-0,48%;-14,18%
12/11/2014;52.978,89;91,61;0,96%;-14,41%
13/11/2014;51.846,03;89,65;-2,14%;-16,16%
14/11/2014;51.772,40;89,53;-0,14%;-14,85%
17/11/2014;51.256,99;88,64;-1,00%;-15,53%
18/11/2014;52.061,86;90,03;1,57%;-12,05%
19/11/2014;53.402,81;92,35;2,58%;-8,99%
21/11/2014;56.084,04;96,98;5,02%;-3,63%
24/11/2014;55.406,91;95,81;-1,21%;-5,02%
25/11/2014;55.560,81;96,08;0,28%;-2,40%
26/11/2014;55.098,47;95,28;-0,83%;-4,92%
27/11/2014;54.721,32;94,63;-0,68%;-7,43%
28/11/2014;54.724,00;94,63;0,00%;-7,42%
01/12/2014;52.276,58;90,40;-4,47%;-10,45%
02/12/2014;51.612,47;89,25;-1,27%;-10,69%
03/12/2014;52.320,48;90,47;1,37%;-7,92%
04/12/2014;51.426,87;88,93;-1,71%;-9,04%
05/12/2014;51.992,89;89,91;1,10%;-8,50%
08/12/2014;50.274,07;86,94;-3,31%;-10,16%
09/12/2014;50.193,47;86,80;-0,16%;-12,27%
10/12/2014;49.548,08;85,68;-1,29%;-9,29%
11/12/2014;49.861,81;86,22;0,63%;-7,86%
12/12/2014;48.001,98;83,01;-3,73%;-9,19%
15/12/2014;47.018,68;81,31;-2,05%;-12,15%
16/12/2014;47.007,51;81,29;-0,02%;-13,81%
17/12/2014;48.713,64;84,24;3,63%;-14,71%
18/12/2014;48.495,70;83,86;-0,45%;-15,57%
19/12/2014;49.650,98;85,86;2,38%;-12,98%
22/12/2014;50.120,86;86,67;0,95%;-12,48%
23/12/2014;50.889,81;88,00;1,53%;-7,99%
26/12/2014;50.144,63;86,71;-1,46%;-13,48%
29/12/2014;50.593,82;87,49;0,90%;-12,79%
30/12/2014;50.007,41;86,47;-1,16%;-10,92%
02/01/2015;48.512,22;83,89;-2,99%;-10,66%
05/01/2015;47.516,82;82,17;-2,05%;-14,73%
06/01/2015;48.000,92;83,00;1,02%;-11,60%
07/01/2015;49.462,91;85,53;3,05%;-5,66%
08/01/2015;49.943,30;86,36;0,97%;-4,71%
09/01/2015;48.840,25;84,46;-2,21%;-3,69%
12/01/2015;48.139,74;83,24;-1,43%;-7,32%
13/01/2015;48.041,67;83,08;-0,20%;-4,87%
14/01/2015;47.645,87;82,39;-0,82%;-8,95%
15/01/2015;48.026,31;83,05;0,80%;-5,92%
16/01/2015;49.016,52;84,76;2,06%;-6,34%
19/01/2015;47.758,01;82,58;-2,57%;-12,58%
20/01/2015;47.876,66;82,79;0,25%;-11,25%
21/01/2015;49.224,08;85,12;2,81%;-9,49%
22/01/2015;49.442,62;85,50;0,44%;-7,93%
23/01/2015;48.775,30;84,34;-1,35%;-7,34%
26/01/2015;48.576,55;84,00;-0,41%;-8,73%
27/01/2015;48.591,23;84,03;0,03%;-7,84%
28/01/2015;47.694,54;82,47;-1,85%;-9,11%
29/01/2015;47.762,24;82,59;0,14%;-9,85%
30/01/2015;46.907,68;81,11;-1,79%;-9,53%
02/02/2015;47.650,73;82,40;1,58%;-7,96%
03/02/2015;48.963,66;84,67;2,76%;-4,47%
04/02/2015;49.301,05;85,25;0,69%;-5,30%
05/02/2015;49.233,85;85,14;-0,14%;-7,81%
06/02/2015;48.792,27;84,37;-0,90%;-13,00%
09/02/2015;49.382,58;85,39;1,21%;-10,87%
10/02/2015;48.510,28;83,89;-1,77%;-12,69%
11/02/2015;48.239,67;83,42;-0,56%;-12,45%
12/02/2015;49.532,72;85,65;2,68%;-9,48%
13/02/2015;50.635,92;87,56;2,23%;-7,47%
18/02/2015;51.280,36;88,68;1,27%;-1,91%
19/02/2015;51.294,03;88,70;0,03%;-0,62%
20/02/2015;51.237,70;88,60;-0,11%;-2,07%
23/02/2015;51.280,64;88,68;0,08%;-0,28%
24/02/2015;51.874,17;89,70;1,16%;-0,23%
25/02/2015;51.811,02;89,59;-0,12%;3,06%
26/02/2015;51.760,54;89,51;-0,10%;3,12%
27/02/2015;51.583,09;89,20;-0,34%;4,11%
02/03/2015;51.020,81;88,23;-1,09%;2,32%
03/03/2015;51.304,10;88,72;0,56%;6,88%
04/03/2015;50.468,05;87,27;-1,63%;7,34%
05/03/2015;50.365,20;87,09;-0,20%;7,14%
06/03/2015;49.981,19;86,43;-0,76%;2,60%
09/03/2015;49.181,01;85,05;-1,60%;1,41%
10/03/2015;48.293,40;83,51;-1,80%;-2,73%
11/03/2015;48.905,58;84,57;1,27%;-2,42%
12/03/2015;48.880,40;84,53;-0,05%;-3,95%
13/03/2015;48.595,81;84,03;-0,58%;-3,09%
16/03/2015;48.848,21;84,47;0,52%;-3,45%
17/03/2015;50.285,12;86,95;2,94%;0,56%
18/03/2015;51.526,19;89,10;2,47%;6,21%
19/03/2015;50.953,53;88,11;-1,11%;7,23%
20/03/2015;51.966,58;89,86;1,99%;8,26%
23/03/2015;51.908,46;89,76;-0,11%;4,94%
24/03/2015;51.506,07;89,07;-0,78%;3,13%
25/03/2015;51.858,30;89,67;0,68%;6,18%
26/03/2015;50.579,85;87,46;-2,47%;5,07%
27/03/2015;50.094,66;86,63;-0,96%;4,27%
30/03/2015;51.243,45;88,61;2,29%;7,55%
31/03/2015;51.150,16;88,45;-0,18%;6,50%
01/04/2015;52.321,76;90,48;2,29%;6,74%
02/04/2015;53.123,02;91,86;1,53%;11,23%
06/04/2015;53.737,26;92,92;1,16%;12,24%
07/04/2015;53.729,16;92,91;-0,02%;9,15%
08/04/2015;53.661,11;92,79;-0,13%;8,53%
09/04/2015;53.802,66;93,04;0,26%;10,31%
10/04/2015;54.214,11;93,75;0,76%;11,61%
13/04/2015;54.239,77;93,79;0,05%;11,62%
14/04/2015;53.981,92;93,35;-0,48%;13,18%
15/04/2015;54.918,74;94,97;1,74%;14,98%
16/04/2015;54.674,21;94,54;-0,45%;16,56%
17/04/2015;53.954,79;93,30;-1,32%;13,23%
20/04/2015;53.761,27;92,97;-0,36%;9,80%
22/04/2015;54.617,36;94,45;1,59%;10,78%
23/04/2015;55.684,85;96,29;1,95%;13,10%
24/04/2015;56.594,22;97,86;1,63%;15,99%
27/04/2015;55.534,50;96,03;-1,87%;12,46%
28/04/2015;55.812,03;96,51;0,50%;15,05%
29/04/2015;55.325,29;95,67;-0,87%;14,69%
30/04/2015;56.229,38;97,23;1,63%;13,52%
04/05/2015;57.353,98;99,18;2,00%;13,27%
05/05/2015;58.051,61;100,38;1,22%;13,20%
06/05/2015;57.103,14;98,74;-1,63%;11,33%
07/05/2015;56.921,39;98,43;-0,32%;11,09%
08/05/2015;57.149,33;98,82;0,40%;11,44%
11/05/2015;57.197,10;98,91;0,08%;10,26%
12/05/2015;56.792,05;98,21;-0,71%;9,61%
13/05/2015;56.372,04;97,48;-0,74%;8,91%
14/05/2015;56.656,57;97,97;0,50%;9,84%
15/05/2015;57.248,63;99,00;1,04%;12,21%
18/05/2015;56.204,23;97,19;-1,82%;9,55%
19/05/2015;55.498,82;95,97;-1,26%;9,97%
20/05/2015;54.901,02;94,94;-1,08%;9,01%
21/05/2015;55.112,05;95,30;0,38%;10,27%
22/05/2015;54.377,29;94,03;-1,33%;10,57%
25/05/2015;54.609,25;94,43;0,43%;13,08%
26/05/2015;53.629,78;92,74;-1,79%;9,66%
27/05/2015;54.236,25;93,79;1,13%;10,96%
28/05/2015;53.976,27;93,34;-0,48%;11,07%
29/05/2015;52.760,47;91,23;-2,25%;8,01%
01/06/2015;53.031,31;91,70;0,51%;5,46%
02/06/2015;54.236,43;93,79;2,27%;5,26%
03/06/2015;53.522,90;92,55;-1,32%;5,04%
05/06/2015;52.973,37;91,60;-1,03%;1,94%
08/06/2015;52.809,63;91,32;-0,31%;1,74%
09/06/2015;52.815,99;91,33;0,01%;2,54%
10/06/2015;53.876,44;93,16;2,01%;3,89%
11/06/2015;53.688,51;92,84;-0,35%;6,15%
12/06/2015;53.347,53;92,25;-0,64%;6,49%
15/06/2015;53.137,53;91,89;-0,39%;3,70%
16/06/2015;53.702,15;92,86;1,06%;4,99%
17/06/2015;53.248,54;92,08;-0,84%;1,77%
18/06/2015;54.238,59;93,79;1,86%;2,10%
19/06/2015;53.749,41;92,94;-0,90%;0,02%
22/06/2015;53.863,67;93,14;0,21%;0,25%
23/06/2015;53.772,43;92,98;-0,17%;0,21%
24/06/2015;53.842,53;93,11;0,13%;0,07%
25/06/2015;53.175,66;91,95;-1,24%;-1,92%
26/06/2015;54.016,97;93,41;1,58%;-0,41%
29/06/2015;53.014,21;91,67;-1,86%;-1,79%
30/06/2015;53.080,88;91,79;0,13%;-3,35%
01/07/2015;52.757,53;91,23;-0,61%;-3,51%
02/07/2015;53.106,18;91,83;0,66%;-1,57%
03/07/2015;52.519,40;90,82;-1,10%;-2,31%
06/07/2015;52.149,37;90,18;-0,70%;-4,52%
07/07/2015;52.343,71;90,51;0,37%;-6,00%
08/07/2015;51.781,74;89,54;-1,07%;-8,50%
10/07/2015;52.590,72;90,94;1,56%;-5,30%
13/07/2015;53.119,47;91,86;1,01%;-4,82%
14/07/2015;53.239,17;92,06;0,23%;-3,77%
15/07/2015;52.902,28;91,48;-0,63%;-5,92%
16/07/2015;53.069,75;91,77;0,32%;-7,47%
17/07/2015;52.341,80;90,51;-1,37%;-9,84%
20/07/2015;51.600,07;89,23;-1,42%;-9,64%
21/07/2015;51.474,28;89,01;-0,24%;-9,57%
22/07/2015;50.915,78;88,04;-1,09%;-10,91%
23/07/2015;49.806,62;86,13;-2,18%;-12,92%
24/07/2015;49.245,84;85,16;-1,13%;-13,29%
27/07/2015;48.735,54;84,27;-1,04%;-13,55%
28/07/2015;49.601,60;85,77;1,78%;-12,45%
29/07/2015;50.245,15;86,89;1,30%;-12,23%
30/07/2015;49.897,40;86,28;-0,69%;-11,22%
31/07/2015;50.864,77;87,96;1,94%;-8,35%
03/08/2015;50.138,05;86,70;-1,43%;-8,68%
04/08/2015;50.058,49;86,56;-0,16%;-9,17%
05/08/2015;50.287,27;86,96;0,46%;-7,52%
06/08/2015;50.011,32;86,48;-0,55%;-8,42%
07/08/2015;48.577,32;84,00;-2,87%;-9,42%
10/08/2015;49.353,00;85,34;1,60%;-9,00%
11/08/2015;49.072,34;84,86;-0,57%;-9,09%
12/08/2015;48.388,05;83,67;-1,39%;-8,29%
13/08/2015;48.009,57;83,02;-0,78%;-9,47%
14/08/2015;47.508,41;82,15;-1,04%;-12,40%
17/08/2015;47.217,43;81,65;-0,61%;-11,78%
18/08/2015;47.450,58;82,05;0,49%;-10,43%
19/08/2015;46.588,39;80,56;-1,82%;-11,78%
20/08/2015;46.649,23;80,67;0,13%;-11,68%
21/08/2015;45.719,64;79,06;-1,99%;-15,14%
24/08/2015;44.336,47;76,67;-3,03%;-17,42%
25/08/2015;44.544,85;77,03;0,47%;-16,50%
26/08/2015;46.038,08;79,61;3,35%;-13,36%
27/08/2015;47.715,27;82,51;3,64%;-11,15%
28/08/2015;47.153,87;81,54;-1,18%;-11,45%
31/08/2015;46.625,52;80,63;-1,12%;-14,04%
01/09/2015;45.477,06;78,64;-2,46%;-15,39%
02/09/2015;46.463,96;80,35;2,17%;-13,74%
03/09/2015;47.365,87;81,91;1,94%;-11,91%
04/09/2015;46.497,72;80,41;-1,83%;-13,64%
08/09/2015;46.762,07;80,86;0,57%;-12,06%
09/09/2015;46.657,10;80,68;-0,22%;-13,63%
10/09/2015;46.503,99;80,42;-0,33%;-12,28%
11/09/2015;46.400,51;80,24;-0,22%;-12,59%
14/09/2015;47.281,52;81,76;1,90%;-10,38%
15/09/2015;47.364,07;81,90;0,17%;-10,81%
16/09/2015;48.553,10;83,96;2,51%;-7,55%
17/09/2015;48.551,08;83,96;0,00%;-6,90%
18/09/2015;47.264,08;81,73;-2,65%;-9,70%
21/09/2015;46.590,20;80,57;-1,43%;-10,03%
22/09/2015;46.264,61;80,00;-0,70%;-12,03%
23/09/2015;45.340,11;78,40;-2,00%;-14,65%
24/09/2015;45.291,97;78,32;-0,11%;-14,93%
25/09/2015;44.831,46;77,52;-1,02%;-15,26%
28/09/2015;43.956,63;76,01;-1,95%;-17,17%
29/09/2015;44.131,82;76,31;0,40%;-15,69%
30/09/2015;45.059,34;77,92;2,10%;-12,68%
01/10/2015;45.313,27;78,36;0,56%;-11,97%
02/10/2015;47.033,46;81,33;3,80%;-7,62%
05/10/2015;47.598,07;82,31;1,20%;-4,43%
06/10/2015;47.735,11;82,54;0,29%;-3,07%
07/10/2015;48.914,32;84,58;2,47%;0,37%
08/10/2015;49.106,56;84,92;0,39%;-1,00%
09/10/2015;49.338,41;85,32;0,47%;-1,80%
13/10/2015;47.362,64;81,90;-4,00%;-5,08%
14/10/2015;46.710,44;80,77;-1,38%;-8,17%
15/10/2015;47.161,15;81,55;0,96%;-5,94%
16/10/2015;47.236,10;81,68;0,16%;-5,64%
19/10/2015;47.447,31;82,05;0,45%;-5,65%
20/10/2015;47.076,55;81,41;-0,78%;-5,87%
21/10/2015;47.025,87;81,32;-0,11%;-3,19%
22/10/2015;47.772,14;82,61;1,59%;-3,20%
